,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
39,frozenset({'Furnishings'}),frozenset({'Art'}),0.6658259773013872,0.6229508196721312,0.42118537200504413,0.6325757575757576,1.015450558213716,0.006408533686147189,1.0261957072840966
40,frozenset({'Art'}),frozenset({'Paper'}),0.6229508196721312,0.7704918032786885,0.4930643127364439,0.791497975708502,1.0272633301748644,0.013085812333326452,1.1007480502944453
41,frozenset({'Paper'}),frozenset({'Art'}),0.7704918032786885,0.6229508196721312,0.4930643127364439,0.6399345335515549,1.0272633301748644,0.013085812333326452,1.047168405365127
42,frozenset({'Art'}),frozenset({'Phones'}),0.6229508196721312,0.6443883984867591,0.4274905422446406,0.6862348178137652,1.064939746626841,0.02606826122010214,1.1333685880486515
43,frozenset({'Phones'}),frozenset({'Art'}),0.6443883984867591,0.6229508196721312,0.4274905422446406,0.6634050880626223,1.064939746626841,0.02606826122010214,1.1201868089973313
44,frozenset({'Art'}),frozenset({'Storage'}),0.6229508196721312,0.648171500630517,0.4312736443883985,0.6923076923076923,1.0680933852140078,0.02749467678250267,1.1434426229508197
45,frozenset({'Storage'}),frozenset({'Art'}),0.648171500630517,0.6229508196721312,0.4312736443883985,0.6653696498054475,1.0680933852140078,0.02749467678250267,1.1267632481890966
46,frozenset({'Art'}),frozenset({'Tables'}),0.6229508196721312,0.3291298865069357,0.21437578814627994,0.3441295546558704,1.0455737043758822,0.009344055568188847,1.0228698643999192
47,frozenset({'Tables'}),frozenset({'Art'}),0.3291298865069357,0.6229508196721312,0.21437578814627994,0.6513409961685823,1.0455737043758822,0.009344055568188847,1.0814267699513598
48,frozenset({'Bookcases'}),frozenset({'Binders'}),0.2459016393442623,0.819672131147541,0.2030264817150063,0.8256410256410257,1.0072820512820513,0.0014677609410208292,1.0342333654773388
49,frozenset({'Binders'}),frozenset({'Bookcases'}),0.819672131147541,0.2459016393442623,0.2030264817150063,0.24769230769230768,1.0072820512820513,0.0014677609410208292,1.0023802340004693
50,frozenset({'Chairs'}),frozenset({'Binders'}),0.5132408575031526,0.819672131147541,0.4401008827238335,0.8574938574938574,1.046142506142506,0.019411655262232985,1.2654041831543237
51,frozenset({'Binders'}),frozenset({'Chairs'}),0.819672131147541,0.5132408575031526,0.4401008827238335,0.5369230769230768,1.0461425061425058,0.019411655262232985,1.0511410053918628
52,frozenset({'Envelopes'}),frozenset({'Binders'}),0.2597730138713745,0.819672131147541,0.2244640605296343,0.8640776699029127,1.0541747572815534,0.011535360635065023,1.3266978922716632
53,frozenset({'Binders'}),frozenset({'Envelopes'}),0.819672131147541,0.2597730138713745,0.2244640605296343,0.27384615384615385,1.0541747572815534,0.011535360635065023,1.0193803834398445
54,frozenset({'Fasteners'}),frozenset({'Binders'}),0.2408575031525851,0.819672131147541,0.20933165195460277,0.8691099476439791,1.0603141361256545,0.01190746904264775,1.377704918032787
55,frozenset({'Binders'}),frozenset({'Fasteners'}),0.819672131147541,0.2408575031525851,0.20933165195460277,0.2553846153846154,1.0603141361256545,0.01190746904264775,1.0195095515512802
56,frozenset({'Binders'}),frozenset({'Furnishings'}),0.819672131147541,0.6658259773013872,0.5535939470365699,0.6753846153846154,1.0143560606060606,0.007834949248547662,1.0294460414886177
57,frozenset({'Furnishings'}),frozenset({'Binders'}),0.6658259773013872,0.819672131147541,0.5535939470365699,0.8314393939393938,1.0143560606060604,0.007834949248547662,1.0698102781359358
58,frozenset({'Labels'}),frozenset({'Binders'}),0.35435056746532156,0.819672131147541,0.3051702395964691,0.8612099644128114,1.0506761565836298,0.014718954788828453,1.2992854140395123
59,frozenset({'Binders'}),frozenset({'Labels'}),0.819672131147541,0.35435056746532156,0.3051702395964691,0.3723076923076923,1.0506761565836298,0.014718954788828453,1.0286081645773062
60,frozenset({'Paper'}),frozenset({'Binders'}),0.7704918032786885,0.819672131147541,0.6506935687263556,0.8445171849427169,1.0303109656301146,0.019142910301201077,1.1597929249352892
61,frozenset({'Binders'}),frozenset({'Paper'}),0.819672131147541,0.7704918032786885,0.6506935687263556,0.7938461538461539,1.0303109656301146,0.019142910301201077,1.1132860288720337
62,frozenset({'Phones'}),frozenset({'Binders'}),0.6443883984867591,0.819672131147541,0.532156368221942,0.8258317025440314,1.0075146771037182,0.003969156347549241,1.0353656290292874
63,frozenset({'Binders'}),frozenset({'Phones'}),0.819672131147541,0.6443883984867591,0.532156368221942,0.6492307692307693,1.0075146771037182,0.003969156347549241,1.013805004314064
64,frozenset({'Storage'}),frozenset({'Binders'}),0.648171500630517,0.819672131147541,0.5460277427490542,0.8424124513618677,1.0277431906614787,0.014739627478138617,1.1443027727180732
65,frozenset({'Binders'}),frozenset({'Storage'}),0.819672131147541,0.648171500630517,0.5460277427490542,0.6661538461538461,1.0277431906614787,0.014739627478138617,1.0538641686182668
66,frozenset({'Tables'}),frozenset({'Binders'}),0.3291298865069357,0.819672131147541,0.27994955863808324,0.8505747126436781,1.0377011494252872,0.010170963140594957,1.2068095838587638
67,frozenset({'Binders'}),frozenset({'Tables'}),0.819672131147541,0.3291298865069357,0.27994955863808324,0.34153846153846157,1.0377011494252875,0.010170963140594957,1.0188447985291866
68,frozenset({'Paper'}),frozenset({'Bookcases'}),0.7704918032786885,0.2459016393442623,0.2005044136191677,0.2602291325695581,1.058265139116203,0.011039216091621368,1.0193674742492382
69,frozenset({'Bookcases'}),frozenset({'Paper'}),0.2459016393442623,0.7704918032786885,0.2005044136191677,0.8153846153846154,1.058265139116203,0.011039216091621368,1.243169398907104
70,frozenset({'Chairs'}),frozenset({'Furnishings'}),0.5132408575031526,0.6658259773013872,0.3720050441361917,0.7248157248157248,1.0885963442781623,0.03027594859815308,1.214364528913709
71,frozenset({'Furnishings'}),frozenset({'Chairs'}),0.6658259773013872,0.5132408575031526,0.3720050441361917,0.5587121212121212,1.0885963442781623,0.03027594859815308,1.103042176988564
72,frozenset({'Paper'}),frozenset({'Chairs'}),0.7704918032786885,0.5132408575031526,0.4224464060529634,0.5482815057283142,1.0682733023158555,0.02699853223905896,1.0775718698028034
73,frozenset({'Chairs'}),frozenset({'Paper'}),0.5132408575031526,0.7704918032786885,0.4224464060529634,0.823095823095823,1.0682733023158555,0.02699853223905896,1.2973588342440794
74,frozenset({'Chairs'}),frozenset({'Phones'}),0.5132408575031526,0.6443883984867591,0.35435056746532156,0.6904176904176904,1.0714309755405647,0.023624113260894086,1.1486819191737225
75,frozenset({'Phones'}),frozenset({'Chairs'}),0.6443883984867591,0.5132408575031526,0.35435056746532156,0.5499021526418787,1.0714309755405647,0.023624113260894086,1.0814518339821262
76,frozenset({'Storage'}),frozenset({'Chairs'}),0.648171500630517,0.5132408575031526,0.3530895334174023,0.5447470817120623,1.061386820141684,0.020421436624690537,1.0692059796725624
77,frozenset({'Chairs'}),frozenset({'Storage'}),0.5132408575031526,0.648171500630517,0.3530895334174023,0.687960687960688,1.061386820141684,0.020421436624690537,1.1275133798691308
78,frozenset({'Envelopes'}),frozenset({'Paper'}),0.2597730138713745,0.7704918032786885,0.20933165195460277,0.8058252427184466,1.0458582937409626,0.009178674053707647,1.181967213114754
79,frozenset({'Paper'}),frozenset({'Envelopes'}),0.7704918032786885,0.2597730138713745,0.20933165195460277,0.27168576104746317,1.0458582937409626,0.009178674053707647,1.0163566034260454
80,frozenset({'Paper'}),frozenset({'Fasteners'}),0.7704918032786885,0.2408575031525851,0.2068095838587642,0.2684124386252046,1.1144034755486243,0.02123085192152649,1.0376645762276744
81,frozenset({'Fasteners'}),frozenset({'Paper'}),0.2408575031525851,0.7704918032786885,0.2068095838587642,0.8586387434554974,1.1144034755486243,0.02123085192152649,1.6235579842137224
82,frozenset({'Labels'}),frozenset({'Furnishings'}),0.35435056746532156,0.6658259773013872,0.25851197982345525,0.7295373665480428,1.0956877493799204,0.022576166933556407,1.2355644786619768
83,frozenset({'Furnishings'}),frozenset({'Labels'}),0.6658259773013872,0.35435056746532156,0.25851197982345525,0.3882575757575758,1.0956877493799204,0.022576166933556407,1.0554269361557593
84,frozenset({'Paper'}),frozenset({'Furnishings'}),0.7704918032786885,0.6658259773013872,0.5359394703656999,0.6955810147299509,1.0446889103803998,0.022926012444958954,1.097743698219637
85,frozenset({'Furnishings'}),frozenset({'Paper'}),0.6658259773013872,0.7704918032786885,0.5359394703656999,0.8049242424242424,1.0446889103803998,0.022926012444958954,1.1765080375616745
86,frozenset({'Phones'}),frozenset({'Furnishings'}),0.6443883984867591,0.6658259773013872,0.4501891551071879,0.6986301369863014,1.0492683686176838,0.021138619923065816,1.1088501662272154
87,frozenset({'Furnishings'}),frozenset({'Phones'}),0.6658259773013872,0.6443883984867591,0.4501891551071879,0.6761363636363636,1.0492683686176838,0.021138619923065816,1.098028804672463
88,frozenset({'Storage'}),frozenset({'Furnishings'}),0.648171500630517,0.6658259773013872,0.44388398486759145,0.6848249027237355,1.0285343709468224,0.012314562001370821,1.0602805411548584
89,frozenset({'Furnishings'}),frozenset({'Storage'}),0.6658259773013872,0.648171500630517,0.44388398486759145,0.6666666666666667,1.0285343709468224,0.012314562001370821,1.0554854981084494
90,frozenset({'Tables'}),frozenset({'Furnishings'}),0.3291298865069357,0.6658259773013872,0.223203026481715,0.6781609195402298,1.0185257749912922,0.004059798139139897,1.0383264276706898
91,frozenset({'Furnishings'}),frozenset({'Tables'}),0.6658259773013872,0.3291298865069357,0.223203026481715,0.3352272727272727,1.0185257749912922,0.004059798139139897,1.0091721365365753
92,frozenset({'Labels'}),frozenset({'Paper'}),0.35435056746532156,0.7704918032786885,0.287515762925599,0.8113879003558719,1.0530779132278338,0.014491555206416817,1.2168264769563877
93,frozenset({'Paper'}),frozenset({'Labels'}),0.7704918032786885,0.35435056746532156,0.287515762925599,0.37315875613747956,1.0530779132278338,0.014491555206416817,1.030004708299448
94,frozenset({'Labels'}),frozenset({'Phones'}),0.35435056746532156,0.6443883984867591,0.2471626733921816,0.697508896797153,1.082435528689124,0.01882327872032874,1.1756101179437728
95,frozenset({'Phones'}),frozenset({'Labels'}),0.6443883984867591,0.35435056746532156,0.2471626733921816,0.3835616438356165,1.082435528689124,0.01882327872032874,1.0473868572229228
96,frozenset({'Labels'}),frozenset({'Storage'}),0.35435056746532156,0.648171500630517,0.2471626733921816,0.697508896797153,1.0761178115956078,0.017482734328908872,1.1631036273273496
97,frozenset({'Storage'}),frozenset({'Labels'}),0.648171500630517,0.35435056746532156,0.2471626733921816,0.3813229571984436,1.0761178115956078,0.017482734328908872,1.0435968815183168
98,frozenset({'Paper'}),frozenset({'Phones'}),0.7704918032786885,0.6443883984867591,0.5208070617906684,0.6759410801963994,1.0489653162343342,0.024311082628739267,1.0973671137605567
99,frozenset({'Phones'}),frozenset({'Paper'}),0.6443883984867591,0.7704918032786885,0.5208070617906684,0.8082191780821919,1.0489653162343342,0.024311082628739267,1.1967213114754107
100,frozenset({'Storage'}),frozenset({'Paper'}),0.648171500630517,0.7704918032786885,0.5359394703656999,0.8268482490272374,1.0731434721417337,0.03652864201103928,1.3254743046601591
101,frozenset({'Paper'}),frozenset({'Storage'}),0.7704918032786885,0.648171500630517,0.5359394703656999,0.6955810147299509,1.0731434721417337,0.03652864201103928,1.155737704918033
102,frozenset({'Paper'}),frozenset({'Tables'}),0.7704918032786885,0.3291298865069357,0.266078184110971,0.3453355155482815,1.0492377924512921,0.012486304343332033,1.024754098360656
103,frozenset({'Tables'}),frozenset({'Paper'}),0.3291298865069357,0.7704918032786885,0.266078184110971,0.8084291187739464,1.0492377924512921,0.012486304343332033,1.1980327868852463
104,frozenset({'Storage'}),frozenset({'Phones'}),0.648171500630517,0.6443883984867591,0.43757881462799497,0.6750972762645915,1.0476558514243073,0.019904619391936773,1.0945171447772806
105,frozenset({'Phones'}),frozenset({'Storage'}),0.6443883984867591,0.648171500630517,0.43757881462799497,0.6790606653620352,1.0476558514243073,0.019904619391936773,1.0962461169378404
106,frozenset({'Tables'}),frozenset({'Phones'}),0.3291298865069357,0.6443883984867591,0.23329129886506936,0.7088122605363985,1.0999767565662701,0.021203818404736285,1.2212451051967876
107,frozenset({'Phones'}),frozenset({'Tables'}),0.6443883984867591,0.3291298865069357,0.23329129886506936,0.3620352250489237,1.0999767565662701,0.021203818404736285,1.0515786134814598
108,frozenset({'Storage'}),frozenset({'Tables'}),0.648171500630517,0.3291298865069357,0.23329129886506936,0.35992217898832685,1.0935566587652996,0.019958686425517097,1.0481071074025383
109,frozenset({'Tables'}),frozenset({'Storage'}),0.3291298865069357,0.648171500630517,0.23329129886506936,0.7088122605363985,1.0935566587652996,0.019958686425517097,1.2082531359925666
110,"frozenset({'Accessories', 'Binders'})",frozenset({'Appliances'}),0.5081967213114754,0.4489281210592686,0.244640605296343,0.4813895781637717,1.0723088075389633,0.016496806069501574,1.0625931445603576
111,"frozenset({'Accessories', 'Appliances'})",frozenset({'Binders'}),0.27490542244640603,0.819672131147541,0.244640605296343,0.8899082568807339,1.0856880733944954,0.019308291815682305,1.6379781420765025
112,"frozenset({'Appliances', 'Binders'})",frozenset({'Accessories'}),0.3921815889029004,0.5977301387137453,0.244640605296343,0.6237942122186495,1.043605084998711,0.010221849760435331,1.0692814261540617
113,frozenset({'Accessories'}),"frozenset({'Appliances', 'Binders'})",0.5977301387137453,0.3921815889029004,0.244640605296343,0.4092827004219409,1.043605084998711,0.010221849760435331,1.0289497387858044
114,frozenset({'Binders'}),"frozenset({'Accessories', 'Appliances'})",0.819672131147541,0.27490542244640603,0.244640605296343,0.29846153846153844,1.0856880733944954,0.019308291815682305,1.0335777969513948
115,frozenset({'Appliances'}),"frozenset({'Accessories', 'Binders'})",0.4489281210592686,0.5081967213114754,0.244640605296343,0.5449438202247191,1.0723088075389633,0.016496806069501574,1.0807528840315725
116,"frozenset({'Accessories', 'Furnishings'})",frozenset({'Appliances'}),0.4123581336696091,0.4489281210592686,0.2030264817150063,0.4923547400611621,1.096734013675566,0.017907319563201962,1.0855452073109588
117,"frozenset({'Accessories', 'Appliances'})",frozenset({'Furnishings'}),0.27490542244640603,0.6658259773013872,0.2030264817150063,0.7385321100917432,1.1091969001946067,0.019987310149177318,1.2780690692683796
118,"frozenset({'Appliances', 'Furnishings'})",frozenset({'Accessories'}),0.3114754098360656,0.5977301387137453,0.2030264817150063,0.6518218623481782,1.0904952254052855,0.016848241787774165,1.1553564620663364
119,frozenset({'Accessories'}),"frozenset({'Appliances', 'Furnishings'})",0.5977301387137453,0.3114754098360656,0.2030264817150063,0.339662447257384,1.0904952254052853,0.016848241787774165,1.0426858010789293
120,frozenset({'Furnishings'}),"frozenset({'Accessories', 'Appliances'})",0.6658259773013872,0.27490542244640603,0.2030264817150063,0.30492424242424243,1.1091969001946067,0.019987310149177318,1.0431878390961788
121,frozenset({'Appliances'}),"frozenset({'Accessories', 'Furnishings'})",0.4489281210592686,0.4123581336696091,0.2030264817150063,0.45224719101123595,1.096734013675566,0.017907319563201962,1.0728230995570214
122,"frozenset({'Accessories', 'Paper'})",frozenset({'Appliances'}),0.4918032786885246,0.4489281210592686,0.23203026481715006,0.4717948717948718,1.050936329588015,0.011245942984722868,1.0432914212955595
123,"frozenset({'Accessories', 'Appliances'})",frozenset({'Paper'}),0.27490542244640603,0.7704918032786885,0.23203026481715006,0.8440366972477065,1.095451883661917,0.020217890145329015,1.4715525554484095
124,"frozenset({'Paper', 'Appliances'})",frozenset({'Accessories'}),0.3593947036569987,0.5977301387137453,0.23203026481715006,0.6456140350877193,1.0801095565919017,0.017209218747266858,1.135117925411709
125,frozenset({'Accessories'}),"frozenset({'Paper', 'Appliances'})",0.5977301387137453,0.3593947036569987,0.23203026481715006,0.3881856540084388,1.0801095565919017,0.017209218747266858,1.0470583119537331
126,frozenset({'Paper'}),"frozenset({'Accessories', 'Appliances'})",0.7704918032786885,0.27490542244640603,0.23203026481715006,0.3011456628477905,1.095451883661917,0.020217890145329015,1.0375475102698966
127,frozenset({'Appliances'}),"frozenset({'Accessories', 'Paper'})",0.4489281210592686,0.4918032786885246,0.23203026481715006,0.5168539325842696,1.0509363295880148,0.011245942984722868,1.051849027830728
128,"frozenset({'Accessories', 'Art'})",frozenset({'Binders'}),0.4047919293820933,0.819672131147541,0.3480453972257251,0.8598130841121495,1.0489719626168224,0.016248733797779746,1.2863387978142073
129,"frozenset({'Accessories', 'Binders'})",frozenset({'Art'}),0.5081967213114754,0.6229508196721312,0.3480453972257251,0.6848635235732009,1.0993861825780329,0.031463833130051855,1.1964631470246543
130,"frozenset({'Art', 'Binders'})",frozenset({'Accessories'}),0.5233291298865069,0.5977301387137453,0.3480453972257251,0.6650602409638554,1.1126429769711759,0.03523580382571967,1.2010215283006886
131,frozenset({'Accessories'}),"frozenset({'Art', 'Binders'})",0.5977301387137453,0.5233291298865069,0.3480453972257251,0.5822784810126582,1.1126429769711759,0.03523580382571967,1.1411211739080591
132,frozenset({'Art'}),"frozenset({'Accessories', 'Binders'})",0.6229508196721312,0.5081967213114754,0.3480453972257251,0.5587044534412955,1.099386182578033,0.031463833130051855,1.1144533012483078
133,frozenset({'Binders'}),"frozenset({'Accessories', 'Art'})",0.819672131147541,0.4047919293820933,0.3480453972257251,0.4246153846153846,1.0489719626168226,0.016248733797779746,1.0344525291487683
134,"frozenset({'Accessories', 'Art'})",frozenset({'Chairs'}),0.4047919293820933,0.5132408575031526,0.2257250945775536,0.5576323987538941,1.086492609857096,0.017969337631132426,1.1003498925456903
135,"frozenset({'Accessories', 'Chairs'})",frozenset({'Art'}),0.32156368221941994,0.6229508196721312,0.2257250945775536,0.7019607843137254,1.126831785345717,0.02540673516217723,1.265099223468507
136,"frozenset({'Art', 'Chairs'})",frozenset({'Accessories'}),0.33921815889029006,0.5977301387137453,0.2257250945775536,0.6654275092936803,1.1132574153373176,0.022964177409839248,1.2023399187333614
137,frozenset({'Accessories'}),"frozenset({'Art', 'Chairs'})",0.5977301387137453,0.33921815889029006,0.2257250945775536,0.3776371308016878,1.1132574153373176,0.022964177409839248,1.0617308226644153
138,frozenset({'Art'}),"frozenset({'Accessories', 'Chairs'})",0.6229508196721312,0.32156368221941994,0.2257250945775536,0.3623481781376518,1.126831785345717,0.02540673516217723,1.063960447567005
139,frozenset({'Chairs'}),"frozenset({'Accessories', 'Art'})",0.5132408575031526,0.4047919293820933,0.2257250945775536,0.4398034398034398,1.0864926098570957,0.017969337631132426,1.0624986172872282
140,"frozenset({'Accessories', 'Art'})",frozenset({'Furnishings'}),0.4047919293820933,0.6658259773013872,0.28247162673392184,0.6978193146417446,1.0480505994524687,0.012950644749375462,1.105874858621183
141,"frozenset({'Accessories', 'Furnishings'})",frozenset({'Art'}),0.4123581336696091,0.6229508196721312,0.28247162673392184,0.6850152905198778,1.0996298084661196,0.025592789365968593,1.197039630749642
142,"frozenset({'Art', 'Furnishings'})",frozenset({'Accessories'}),0.42118537200504413,0.5977301387137453,0.28247162673392184,0.6706586826347306,1.1220091462644333,0.03071643590114642,1.2214375788146283
143,frozenset({'Accessories'}),"frozenset({'Art', 'Furnishings'})",0.5977301387137453,0.42118537200504413,0.28247162673392184,0.4725738396624473,1.1220091462644333,0.03071643590114642,1.0974325346784364
144,frozenset({'Art'}),"frozenset({'Accessories', 'Furnishings'})",0.6229508196721312,0.4123581336696091,0.28247162673392184,0.4534412955465587,1.0996298084661194,0.025592789365968593,1.0751669702489375
145,frozenset({'Furnishings'}),"frozenset({'Accessories', 'Art'})",0.6658259773013872,0.4047919293820933,0.28247162673392184,0.42424242424242425,1.0480505994524687,0.012950644749375462,1.0337824384416276
146,"frozenset({'Accessories', 'Art'})",frozenset({'Paper'}),0.4047919293820933,0.7704918032786885,0.33669609079445145,0.8317757009345795,1.07953867568105,0.024807227172182866,1.3642987249544636
147,"frozenset({'Accessories', 'Paper'})",frozenset({'Art'}),0.4918032786885246,0.6229508196721312,0.33669609079445145,0.6846153846153846,1.098987854251012,0.03032683521799351,1.1955217912834866
148,"frozenset({'Art', 'Paper'})",frozenset({'Accessories'}),0.4930643127364439,0.5977301387137453,0.33669609079445145,0.6828644501278772,1.142429343779339,0.041976690747699386,1.268447707765529
149,frozenset({'Accessories'}),"frozenset({'Art', 'Paper'})",0.5977301387137453,0.4930643127364439,0.33669609079445145,0.5632911392405063,1.142429343779339,0.041976690747699386,1.1608092548933604
150,frozenset({'Art'}),"frozenset({'Accessories', 'Paper'})",0.6229508196721312,0.4918032786885246,0.33669609079445145,0.5404858299595141,1.098987854251012,0.03032683521799351,1.105943525673431
151,frozenset({'Paper'}),"frozenset({'Accessories', 'Art'})",0.7704918032786885,0.4047919293820933,0.33669609079445145,0.4369885433715221,1.0795386756810499,0.024807227172182866,1.0571864277544798
